#(id,from,to,speed,planTime)
(12475,48,91,6, 1)
(50598,19,71,4, 1)
(30358,45,100,6, 1)
(34872,68,3,8, 1)
(34808,96,31,8, 1)
(12538,81,36,8, 1)
(19987,52,7,6, 1)
(26902,49,91,8, 1)
(37595,54,9,8, 1)
(50573,18,61,6, 1)
(34713,94,9,8, 1)
(50568,95,20,8, 1)
(50567,28,73,4, 1)
(48566,61,16,4, 1)
(31553,47,91,8, 1)
(34690,52,10,4, 1)
(23991,60,4,8, 1)
(11941,50,92,8, 1)
(27929,35,90,4, 1)
(33765,34,90,4, 1)
(16325,72,8,8, 1)
(16218,50,93,6, 1)
(49662,42,99,4, 1)
(11391,2,80,6, 1)
(42847,77,11,6, 1)
(32916,43,99,8, 1)
(11367,54,10,6, 1)
(32299,94,49,8, 1)
(28859,78,11,8, 1)
(32887,16,71,6, 1)
(49700,61,8,4, 1)
(15008,55,10,8, 1)
(38986,16,71,6, 1)
(32311,50,93,6, 1)
(32314,87,11,6, 1)
(28817,32,100,6, 1)
(43025,65,20,4, 1)
(17369,46,91,4, 1)
(39515,87,12,8, 1)
(43076,45,100,6, 1)
(22751,54,9,4, 1)
(29598,36,81,4, 1)
(11488,57,2,4, 1)
(28704,22,80,8, 1)
(50102,27,72,4, 1)
(20357,48,91,8, 1)
(46301,59,3,8, 1)
(18578,23,78,6, 1)
(18571,53,9,8, 1)
(49600,98,23,6, 1)
(22707,51,7,6, 1)
(29547,6,81,8, 1)
(43050,44,99,8, 1)
(38874,9,61,8, 1)
(22657,67,1,6, 1)
(50113,26,81,4, 1)
(11312,80,1,4, 1)
(29447,69,13,4, 1)
(18429,50,95,4, 1)
(20508,70,2,8, 1)
(49919,96,21,4, 1)
(20491,8,71,8, 1)
(32464,92,10,6, 1)
(29232,27,91,6, 1)
(46076,45,100,6, 1)
(32543,11,76,6, 1)
(22231,22,100,6, 1)
(16259,84,9,4, 1)
(32478,55,10,6, 1)
(15191,81,9,4, 1)
(22244,8,81,8, 1)
(15203,23,99,8, 1)
(43870,38,81,4, 1)
(22199,32,99,4, 1)
(46186,6,71,4, 1)
(29152,58,2,4, 1)
(45064,45,100,4, 1)
(32357,52,8,4, 1)
(39447,3,79,6, 1)
(32364,14,69,8, 1)
(39083,5,70,4, 1)
(15082,72,9,6, 1)
(39100,85,10,8, 1)
(22413,84,10,4, 1)
(22409,79,21,6, 1)
(22403,81,38,6, 1)
(43908,79,4,4, 1)
(39382,64,10,4, 1)
(42909,42,100,8, 1)
(11028,65,20,6, 1)
(45028,97,22,8, 1)
(41018,43,99,8, 1)
(32647,68,12,6, 1)
(33101,40,83,8, 1)
(11541,24,99,6, 1)
(28621,2,89,6, 1)
(44064,62,8,4, 1)
(32038,49,93,8, 1)
(49287,84,29,8, 1)
(20238,66,1,4, 1)
(42594,53,8,8, 1)
(28132,46,91,4, 1)
(40845,65,10,6, 1)
(23116,9,63,8, 1)
(33537,71,20,6, 1)
(28183,39,92,8, 1)
(23107,64,19,4, 1)
(29749,90,25,4, 1)
(32078,56,1,6, 1)
(23061,41,97,4, 1)
(33460,15,80,6, 1)
(33596,33,98,4, 1)
(14727,83,18,4, 1)
(11809,28,73,4, 1)
(11827,20,94,8, 1)
(17591,88,21,4, 1)
(38298,53,9,4, 1)
(16431,79,11,6, 1)
(33728,35,100,4, 1)
(18866,64,20,4, 1)
(18862,46,91,8, 1)
(46605,5,80,8, 1)
(20219,21,77,4, 1)
(18836,47,91,8, 1)
(28018,22,97,4, 1)
(21781,53,10,4, 1)
(43785,39,94,4, 1)
(23274,10,95,4, 1)
(17239,54,10,6, 1)
(38345,45,100,4, 1)
(23204,29,71,6, 1)
(18233,20,81,8, 1)
(28273,84,40,8, 1)
(21864,57,1,4, 1)
(46406,99,43,8, 1)
(42696,75,30,8, 1)
(50164,93,28,6, 1)
(14820,48,91,8, 1)
(11590,19,73,6, 1)
(22881,50,95,4, 1)
(29639,21,88,4, 1)
(43084,15,80,6, 1)
(38695,67,1,6, 1)
(29631,91,19,6, 1)
(45902,53,10,8, 1)
(43816,25,100,6, 1)
(49508,18,81,8, 1)
(29619,96,31,8, 1)
(49519,13,70,8, 1)
(49472,63,19,8, 1)
(49469,21,79,8, 1)
(18675,67,12,8, 1)
(11623,76,21,4, 1)
(11717,84,40,8, 1)
(21874,81,27,4, 1)
(28287,86,31,8, 1)
(32095,16,71,6, 1)
(28293,9,94,8, 1)
(28295,35,100,6, 1)
(44915,43,98,6, 1)
(48263,41,96,6, 1)
(28334,40,94,6, 1)
(28394,62,7,4, 1)
(28395,89,1,4, 1)
(33320,90,21,4, 1)
(33319,82,40,8, 1)
(14781,18,62,8, 1)
(22922,51,10,4, 1)
(50175,27,72,6, 1)
(22988,4,69,4, 1)
(31345,98,23,6, 1)
(29288,81,27,8, 1)
(35241,62,17,4, 1)
(24774,28,93,8, 1)
(30891,27,82,6, 1)
(19311,25,100,6, 1)
(24846,50,92,8, 1)
(40286,67,11,4, 1)
(24712,54,9,6, 1)
(45311,71,17,4, 1)
(25773,81,39,6, 1)
(35681,54,9,4, 1)
(13934,20,64,4, 1)
(15842,78,11,4, 1)
(13628,26,81,6, 1)
(43405,71,20,6, 1)
(36808,64,10,4, 1)
(47864,1,59,4, 1)
(30562,45,100,8, 1)
(19606,1,60,8, 1)
(13029,47,91,6, 1)
(30556,39,94,8, 1)
(19354,54,10,4, 1)
(17973,5,100,8, 1)
(13356,52,10,8, 1)
(25953,86,21,4, 1)
(26323,4,89,8, 1)
(47562,7,62,6, 1)
(25983,57,2,6, 1)
(16920,78,2,8, 1)
(16714,42,99,8, 1)
(19325,21,89,8, 1)
(19333,44,99,4, 1)
(36400,68,13,6, 1)
(13377,32,89,8, 1)
(24981,67,12,6, 1)
(20970,17,81,6, 1)
(19425,35,90,4, 1)
(26028,76,1,8, 1)
(25153,37,91,6, 1)
(41744,22,77,6, 1)
(17967,32,99,4, 1)
(31258,34,89,4, 1)
(40559,52,7,4, 1)
(36604,3,100,4, 1)
(19850,53,9,6, 1)
(17968,2,88,4, 1)
(25592,15,90,8, 1)
(36406,100,35,8, 1)
(20904,37,91,6, 1)
(10267,88,12,4, 1)
(50774,86,21,8, 1)
(13017,85,40,4, 1)
(17907,27,91,6, 1)
(36702,3,58,8, 1)
(43400,78,2,6, 1)
(50785,42,97,8, 1)
(30570,61,8,8, 1)
(26012,7,51,8, 1)
(19697,97,2,4, 1)
(36652,67,2,6, 1)
(13098,33,98,8, 1)
(36396,28,71,6, 1)
(25082,6,61,8, 1)
(20981,29,84,4, 1)
(40403,9,73,6, 1)
(47256,22,98,6, 1)
(25517,10,63,8, 1)
(44421,64,20,8, 1)
(41872,75,30,6, 1)
(10292,68,2,6, 1)
(13055,24,80,6, 1)
(12826,46,91,6, 1)
(45344,16,61,8, 1)
(26380,31,86,4, 1)
(30534,38,81,4, 1)
(42013,90,25,4, 1)
(19664,39,92,4, 1)
(44371,91,38,6, 1)
(16013,84,29,4, 1)
(35444,27,92,6, 1)
(13333,38,81,4, 1)
(42079,50,92,4, 1)
(37173,50,92,6, 1)
(20815,83,40,6, 1)
(35456,1,97,8, 1)
(10003,75,10,4, 1)
(35406,74,10,6, 1)
(24972,39,91,4, 1)
(43392,25,90,8, 1)
(19752,50,92,6, 1)
(15874,19,81,4, 1)
(47609,75,10,8, 1)
(31200,62,8,6, 1)
(37011,55,10,6, 1)
(13600,28,71,6, 1)
(50869,12,70,6, 1)
(36802,42,97,4, 1)
(25194,13,79,6, 1)
(36795,13,100,4, 1)
(35702,13,90,8, 1)
(45281,36,91,8, 1)
(50871,84,30,4, 1)
(30596,85,20,4, 1)
(13101,21,79,6, 1)
(15964,17,81,4, 1)
(40392,53,10,6, 1)
(36592,70,3,8, 1)
(47785,16,61,4, 1)
(36551,9,93,6, 1)
(40352,57,2,8, 1)
(31263,75,10,6, 1)
(22039,69,12,4, 10)
(16442,43,100,6, 10)
(27913,43,100,8, 10)
(23340,41,100,4, 10)
(10930,86,1,6, 10)
(39807,46,91,8, 10)
(33826,5,100,6, 10)
(33792,46,91,8, 10)
(39796,82,38,4, 10)
(41268,77,22,6, 10)
(23381,20,82,6, 10)
(49115,31,96,8, 10)
(12808,26,71,6, 10)
(33811,26,81,4, 10)
(49127,83,8,4, 10)
(18155,74,30,8, 10)
(38262,12,67,6, 10)
(43956,41,100,8, 10)
(40363,79,12,4, 10)
(44436,43,100,6, 10)
(23547,31,99,8, 10)
(38059,99,21,6, 10)
(20133,14,70,4, 10)
(22631,61,19,4, 10)
(25859,18,91,4, 10)
(50815,21,89,8, 10)
(14425,89,4,6, 10)
(48940,13,88,4, 10)
(45077,100,32,6, 10)
(20399,17,82,4, 10)
(32908,44,99,4, 10)
(20402,3,79,8, 10)
(43754,14,80,4, 10)
(40804,89,2,6, 10)
(42405,3,90,6, 10)
(34069,50,95,6, 10)
(45694,1,99,4, 10)
(31228,90,3,6, 10)
(17152,54,10,6, 10)
(50056,56,1,4, 10)
(49685,45,100,4, 10)
(37000,92,40,4, 10)
(13121,50,95,6, 10)
(17177,68,11,4, 10)
(12055,28,83,8, 10)
(39822,57,2,8, 10)
(28786,88,32,8, 10)
(29985,68,12,4, 10)
(22649,91,48,6, 10)
(13718,28,71,6, 10)
(45734,60,2,6, 10)
(33853,66,1,6, 10)
(44500,25,90,4, 10)
(24722,36,91,8, 10)
(11401,97,1,6, 10)
(43440,32,90,8, 10)
(40821,4,59,6, 10)
(27770,75,20,6, 10)
(27769,11,76,6, 10)
(12021,5,60,4, 10)
(14481,55,10,8, 10)
(31821,14,89,4, 10)
(25770,64,9,6, 10)
(17182,5,70,4, 10)
(31817,97,12,4, 10)
(29503,15,80,4, 10)
(23505,58,3,8, 10)
(39838,40,83,4, 10)
(41266,82,40,8, 10)
(35998,51,7,8, 10)
(41093,30,94,8, 10)
(28404,2,60,8, 10)
(29701,11,70,8, 10)
(18238,20,93,4, 10)
(33341,27,91,4, 10)
(20593,20,83,8, 10)
(19462,99,3,6, 10)
(28337,79,22,8, 10)
(17279,21,100,8, 10)
(43468,59,1,4, 10)
(44038,40,82,4, 10)
(38566,84,10,6, 10)
(38761,8,82,8, 10)
(49387,39,93,8, 10)
(33428,79,14,4, 10)
(14735,56,1,4, 10)
(28294,76,21,8, 10)
(17887,38,91,6, 10)
(10110,66,11,8, 10)
(50223,32,100,8, 10)
(41145,59,1,4, 10)
(24864,19,94,4, 10)
(33095,43,98,6, 10)
(14881,85,10,8, 10)
(17334,84,39,8, 10)
(40468,80,13,6, 10)
(16186,87,12,4, 10)
(43798,55,10,6, 10)
(39663,46,91,6, 10)
(32143,5,70,4, 10)
(24950,22,80,4, 10)
(20307,56,1,8, 10)
(40614,66,1,8, 10)
(14824,80,22,6, 10)
(16366,20,83,4, 10)
(43089,39,93,6, 10)
(14817,10,51,4, 10)
(38660,52,9,4, 10)
(13317,44,99,8, 10)
(18665,3,100,8, 10)
(33257,46,91,4, 10)
(25448,91,49,8, 10)
(20294,51,10,8, 10)
(24970,25,80,4, 10)
(43819,34,89,4, 10)
(32189,36,91,8, 10)
(22914,33,99,6, 10)
(19467,92,19,6, 10)
(13287,52,10,8, 10)
(42730,97,41,6, 10)
(14799,19,73,4, 10)
(13286,90,14,4, 10)
(49460,48,92,4, 10)
(11637,26,71,4, 10)
(33309,46,91,6, 10)
(25498,40,82,8, 10)
(21731,1,68,6, 10)
(23053,64,19,4, 10)
(31116,95,50,4, 10)
(38330,90,23,6, 10)
(11840,76,21,6, 10)
(23267,19,84,8, 10)
(29821,63,20,4, 10)
(44891,86,1,6, 10)
(47918,49,92,8, 10)
(44553,33,100,6, 10)
(47919,51,10,6, 10)
(39748,6,51,4, 10)
(19696,56,1,4, 10)
(11456,46,91,4, 10)
(33012,41,99,6, 10)
(22029,81,9,8, 10)
(11876,50,95,8, 10)
(30875,60,5,4, 10)
(13193,96,41,6, 10)
(13189,90,4,8, 10)
(45766,16,71,6, 10)
(42509,4,79,4, 10)
(35970,28,92,8, 10)
(22706,29,91,6, 10)
(43965,9,81,8, 10)
(28734,75,10,4, 10)
(27942,4,60,8, 10)
(49171,4,100,8, 10)
(11833,36,81,8, 10)
(11510,50,93,6, 10)
(36897,67,11,4, 10)
(33635,13,70,8, 10)
(45121,18,61,4, 10)
(14904,80,5,6, 10)
(42768,76,11,6, 10)
(36100,25,100,6, 10)
(43134,51,7,8, 10)
(19510,88,12,4, 10)
(28194,3,98,6, 10)
(44052,21,86,8, 10)
(13245,34,90,6, 10)
(40467,93,28,8, 10)
(32054,75,10,4, 10)
(24828,21,79,4, 10)
(24822,27,91,8, 10)
(15343,57,2,6, 10)
(39715,54,10,8, 10)
(28120,41,99,4, 10)
(20886,28,91,4, 10)
(38408,67,1,6, 10)
(47559,18,82,8, 10)
(13371,53,9,4, 10)
(42580,64,20,4, 10)
(41994,92,27,4, 10)
(14918,51,10,6, 10)
(19439,89,12,6, 10)
(38375,1,69,8, 10)
(38348,80,15,8, 10)
(30667,78,2,6, 10)
(24630,19,72,6, 10)
(10864,54,10,8, 10)
(42062,72,18,8, 10)
(20454,89,34,4, 10)
(15983,59,2,8, 10)
(13918,57,1,6, 10)
(39279,80,23,4, 10)
(29053,45,100,6, 10)
(14149,37,81,6, 10)
(37417,40,81,6, 10)
(15760,64,10,6, 10)
(32708,67,1,6, 10)
(43563,78,3,6, 10)
(40693,71,17,6, 10)
(40043,45,100,6, 10)
(11196,40,84,8, 10)
(20468,2,87,8, 10)
(40304,6,71,8, 10)
(32549,75,10,4, 10)
(19159,32,100,6, 10)
(11189,39,84,6, 10)
(14132,50,95,4, 10)
(14129,76,11,8, 10)
(31540,65,10,8, 10)
(14126,2,97,4, 10)
(10346,92,29,6, 10)
(24442,41,100,4, 10)
(39418,100,15,8, 10)
(14063,81,6,6, 10)
(47238,16,61,4, 10)
(27019,28,81,6, 10)
(35449,54,9,6, 10)
(43268,94,40,8, 10)
(22444,81,9,4, 10)
(30998,31,90,8, 10)
(19132,81,28,6, 10)
(15253,90,3,4, 10)
(24464,73,9,6, 10)
(39117,72,10,6, 10)
(10288,71,27,8, 10)
(16774,70,3,6, 10)
(25171,6,71,8, 10)
(24274,3,89,4, 10)
(12488,31,97,4, 10)
(21207,99,31,6, 10)
(37618,33,89,6, 10)
(43851,59,1,4, 10)
(41535,22,90,4, 10)
(44704,31,89,6, 10)
(19126,20,65,8, 10)
(26840,29,94,8, 10)
(30973,92,9,4, 10)
(42233,66,11,8, 10)
(47080,34,99,8, 10)
(34939,31,96,8, 10)
(31477,17,61,4, 10)
(44301,38,83,6, 10)
(17827,67,1,4, 10)
(15225,55,10,6, 10)
(15826,65,10,8, 10)
(45221,27,92,4, 10)
(12639,34,100,8, 10)
(49914,72,10,4, 10)
(39333,71,26,6, 10)
(39242,74,30,6, 10)
(32442,53,8,8, 10)
(20953,10,62,4, 10)
(47089,4,79,6, 10)
(43335,31,100,6, 10)
(40727,94,9,8, 10)
(18011,18,72,6, 10)
(34978,39,94,4, 10)
(22280,38,81,6, 10)
(24172,58,2,6, 10)
(19239,34,90,6, 10)
(12622,8,73,4, 10)
(25146,96,21,4, 10)
(12868,48,91,8, 10)
(17035,87,21,8, 10)
(21425,65,20,6, 10)
(29331,94,40,6, 10)
(26625,76,11,6, 10)
(35023,97,2,6, 10)
(26298,41,98,4, 10)
(42249,45,100,4, 10)
(20923,60,4,8, 10)
(32658,25,100,4, 10)
(11167,34,99,8, 10)
(20760,34,89,8, 10)
(21409,32,100,4, 10)
(30547,87,1,4, 10)
(42137,40,85,6, 10)
(17030,79,23,8, 10)
(11152,35,100,6, 10)
(24113,28,91,6, 10)
(14092,42,97,4, 10)
(45548,55,10,6, 10)
(34913,20,94,6, 10)
(34920,93,48,4, 10)
(44653,15,80,4, 10)
(30273,83,20,8, 10)
(25089,25,90,4, 10)
(40573,35,100,6, 10)
(27372,61,6,4, 10)
(40669,83,40,4, 10)
(34282,59,4,6, 10)
(30647,90,14,4, 10)
(45065,51,6,6, 10)
(29282,78,1,4, 10)
(41412,45,100,8, 10)
(18112,95,20,4, 10)
(10552,95,10,8, 10)
(43254,86,11,8, 10)
(47165,92,10,6, 10)
(19038,6,91,4, 10)
(50925,12,89,4, 10)
(23811,95,40,8, 10)
(37804,43,99,8, 10)
(13445,39,84,4, 10)
(16959,88,12,8, 10)
(34355,84,19,4, 10)
(26383,58,3,4, 10)
(15657,67,11,8, 10)
(27383,75,20,8, 10)
(24362,64,20,4, 10)
(14329,48,93,8, 10)
(25196,16,81,8, 10)
(17388,47,92,8, 10)
(27552,86,1,4, 10)
(24647,84,10,4, 10)
(46826,48,91,4, 10)
(45040,56,1,4, 10)
(35747,94,30,8, 10)
(30529,31,97,4, 10)
(10190,69,11,4, 10)
(28861,44,99,4, 10)
(40953,94,9,6, 10)
(48274,13,90,8, 10)
(42866,95,20,4, 10)
(43745,76,21,8, 10)
(22100,44,100,4, 10)
(15798,37,82,8, 10)
(49728,61,6,4, 10)
(36485,24,100,8, 10)
(45993,90,11,4, 10)
(46882,3,70,4, 10)
(27402,80,11,6, 10)
(49963,6,71,6, 10)
(30114,7,61,8, 10)
(50702,62,18,8, 10)
(46065,25,80,6, 10)
(18416,61,6,4, 10)
(26496,63,9,4, 10)
(34499,91,26,8, 10)
(13852,21,80,4, 10)
(44672,27,71,4, 10)
(10231,34,100,4, 10)
(48650,75,10,8, 10)
(50519,82,7,6, 10)
(39958,45,100,4, 10)
(43371,8,91,4, 10)
(16015,24,100,8, 10)
(10221,78,3,4, 10)
(46973,99,1,8, 10)
(32770,12,89,4, 10)
(42183,13,79,8, 10)
(39427,7,52,6, 10)
(30258,7,71,6, 10)
(48115,72,30,4, 10)
(21540,15,70,6, 10)
(11284,81,20,8, 10)
(10335,72,20,8, 10)
(45633,32,88,6, 10)
(27197,26,71,6, 10)
(13827,14,69,8, 10)
(17094,49,91,4, 10)
(18375,39,84,6, 10)
(15053,93,49,6, 10)
(32757,46,91,6, 10)
(30999,50,92,6, 10)
(31650,49,91,8, 10)
(34448,94,30,6, 10)
(30921,5,60,8, 10)
(46975,34,100,6, 10)
(12828,100,42,6, 10)
(35619,7,91,4, 10)
(45417,14,70,6, 10)
(32759,91,36,6, 10)
(27189,37,91,6, 10)
(45004,72,29,6, 10)
(25180,63,10,8, 10)
(21186,3,68,4, 10)
(35130,12,78,4, 10)
(39285,60,1,8, 11)
(14859,58,1,4, 11)
(19505,81,39,4, 11)
(42737,50,91,4, 11)
(28581,57,1,4, 11)
(29269,24,100,8, 11)
(33137,39,92,4, 11)
(47782,98,3,6, 11)
(41930,8,81,6, 11)
(22271,19,71,8, 11)
(25105,42,97,6, 11)
(22255,100,3,8, 11)
(11571,17,91,8, 11)
(24968,16,91,4, 11)
(36684,33,88,6, 11)
(49926,47,91,4, 11)
(47568,19,63,4, 11)
(41087,17,62,4, 11)
(39073,93,29,8, 11)
(32964,14,90,6, 11)
(28949,60,4,4, 11)
(20438,50,94,6, 11)
(42882,19,82,8, 11)
(32932,60,1,4, 11)
(41789,2,77,8, 11)
(36640,83,38,6, 11)
(17402,78,3,6, 11)
(22515,70,13,8, 11)
(25276,71,6,4, 11)
(42842,6,71,8, 11)
(19637,88,23,4, 11)
(32826,45,100,6, 11)
(32918,65,20,4, 11)
(22527,17,82,8, 11)
(49734,41,97,6, 11)
(14986,17,62,4, 11)
(13436,83,38,8, 11)
(17312,22,79,6, 11)
(32878,47,92,6, 11)
(47596,4,99,4, 11)
(47730,65,10,6, 11)
(22460,9,73,6, 11)
(22278,35,100,4, 11)
(38878,11,96,8, 11)
(13559,21,90,6, 11)
(36548,98,21,6, 11)
(25058,90,22,4, 11)
(11501,69,4,6, 11)
(19571,86,21,6, 11)
(14911,6,61,6, 11)
(13577,88,21,8, 11)
(29109,24,100,8, 11)
(29090,29,91,4, 11)
(25055,86,1,8, 11)
(39206,54,9,4, 11)
(25321,23,99,6, 11)
(15122,94,39,4, 11)
(19535,66,1,4, 11)
(32712,24,79,8, 11)
(17348,56,1,4, 11)
(28722,59,3,6, 11)
(39159,5,80,8, 11)
(18461,7,72,8, 11)
(46139,74,29,8, 11)
(46292,3,100,6, 11)
(15105,19,71,6, 11)
(38849,41,96,6, 11)
(29013,97,21,6, 11)
(28995,48,91,8, 11)
(36389,37,82,4, 11)
(22667,28,83,6, 11)
(13568,20,83,6, 11)
(46649,73,30,6, 11)
(19486,95,40,4, 11)
(12450,54,10,4, 11)
(19999,91,26,6, 11)
(19818,24,80,8, 11)
(12464,78,2,4, 11)
(47004,66,1,6, 11)
(48583,80,23,4, 11)
(44369,2,78,8, 11)
(12479,89,22,6, 11)
(48180,2,69,8, 11)
(24005,65,20,8, 11)
(24504,53,9,6, 11)
(37184,88,32,8, 11)
(13914,6,61,8, 11)
(24028,81,19,4, 11)
(26936,67,2,8, 11)
(34738,63,8,8, 11)
(19152,40,83,6, 11)
(48535,46,91,8, 11)
(48532,67,2,8, 11)
(35346,68,11,8, 11)
(12524,42,97,8, 11)
(34783,8,82,4, 11)
(37193,24,90,4, 11)
(13866,53,9,8, 11)
(44753,46,91,6, 11)
(35546,29,93,4, 11)
(37851,36,81,6, 11)
(37062,91,38,8, 11)
(42357,61,18,8, 11)
(41406,43,99,8, 11)
(48750,62,10,6, 11)
(27316,3,98,6, 11)
(24579,56,1,8, 11)
(20038,39,94,4, 11)
(37775,3,60,4, 11)
(18382,58,2,4, 11)
(35666,74,20,6, 11)
(48703,25,90,6, 11)
(27214,32,90,8, 11)
(17091,21,79,4, 11)
(19073,19,84,8, 11)
(24560,95,10,8, 11)
(34481,57,2,6, 11)
(46952,69,1,4, 11)
(42119,87,2,6, 11)
(27154,2,78,4, 11)
(44766,98,21,4, 11)
(34571,91,18,6, 11)
(24540,27,91,6, 11)
(37208,46,91,4, 11)
(48792,100,45,6, 11)
(12540,17,72,6, 11)
(12549,30,95,6, 11)
(24193,10,74,6, 11)
(19927,95,10,4, 11)
(26339,31,88,6, 11)
(19241,36,81,8, 11)
(42142,2,100,4, 11)
(19923,22,99,4, 11)
(37384,6,61,4, 11)
(35102,37,81,4, 11)
(26355,81,18,4, 11)
(14012,26,91,8, 11)
(42202,39,93,8, 11)
(42188,31,86,6, 11)
(13992,27,71,8, 11)
(26468,87,11,4, 11)
(24324,90,31,4, 11)
(26401,21,89,8, 11)
(19285,75,10,6, 11)
(12810,39,92,6, 11)
(37287,26,91,4, 11)
(26441,75,30,4, 11)
(13956,85,40,8, 11)
(13954,98,3,8, 11)
(19907,70,1,8, 11)
(12845,26,91,6, 11)
(35011,20,74,6, 11)
(26326,74,9,8, 11)
(37573,26,91,6, 11)
(41508,69,11,8, 11)
(34882,37,82,8, 11)
(26783,86,21,6, 11)
(41511,57,2,8, 11)
(44724,43,100,6, 11)
(26776,97,31,6, 11)
(44669,44,100,6, 11)
(34902,18,82,8, 11)
(26305,60,1,8, 11)
(37223,62,18,4, 11)
(19178,2,88,8, 11)
(37501,32,90,4, 11)
(26748,56,1,6, 11)
(44302,5,70,6, 11)
(26729,64,10,8, 11)
(12643,80,25,8, 11)
(48217,26,71,8, 11)
(37225,5,100,4, 11)
(34952,32,89,8, 11)
(48393,71,16,4, 11)
(34969,18,82,4, 11)
(26325,45,100,8, 11)
(26873,5,80,6, 11)
(44213,72,18,8, 11)
(48055,50,95,4, 11)
(37875,44,99,4, 11)
(16841,19,71,4, 11)
(38478,69,14,8, 11)
(23105,33,98,6, 11)
(14695,35,100,4, 11)
(13651,59,4,8, 11)
(44582,13,98,8, 11)
(24810,35,100,8, 11)
(25626,18,83,4, 11)
(47446,42,100,6, 11)
(19690,50,93,8, 11)
(28209,13,68,8, 11)
(18799,72,7,8, 11)
(19434,33,88,4, 11)
(20229,95,40,6, 11)
(18820,37,92,6, 11)
(23277,61,10,4, 11)
(14613,46,91,4, 11)
(33674,45,100,4, 11)
(14610,38,91,8, 11)
(11865,92,7,4, 11)
(16699,27,92,8, 11)
(23295,12,69,6, 11)
(13211,98,22,6, 11)
(23082,15,100,6, 11)
