#(id,from,to,speed,planTime)
(32466,35,90,6, 68)
(47071,79,2,6, 68)
(13525,47,92,8, 68)
(22142,39,94,8, 68)
(29923,88,12,8, 68)
(25731,2,99,8, 68)
(25214,59,1,8, 68)
(38494,99,34,6, 68)
(25038,41,100,6, 68)
(25037,50,91,6, 68)
(14026,80,25,6, 68)
(12741,16,81,6, 68)
(32907,5,70,4, 68)
(46600,42,98,8, 68)
(46618,78,1,6, 68)
(12773,65,20,6, 68)
(35779,1,57,6, 68)
(28402,75,20,4, 68)
(14525,73,8,4, 68)
(33140,66,11,8, 68)
(29759,56,1,6, 68)
(23148,22,78,8, 68)
(48111,92,29,6, 68)
(13019,50,93,8, 68)
(25001,58,2,8, 68)
(46895,53,8,6, 68)
(47958,14,99,6, 68)
(38150,64,10,8, 68)
(28190,75,20,4, 68)
(14253,74,9,4, 68)
(23448,61,20,8, 68)
(22245,6,91,8, 68)
(13299,18,63,6, 68)
(32112,62,19,4, 68)
(39340,15,90,4, 68)
(22204,94,40,4, 68)
(39300,31,99,6, 68)
(14235,12,87,4, 68)
(38712,50,95,8, 68)
(50912,73,18,6, 68)
(39324,11,76,8, 68)
(12267,99,12,8, 68)
(22941,25,100,8, 68)
(13347,15,80,4, 68)
(13113,23,90,6, 68)
(31292,77,12,6, 68)
(22933,57,1,4, 68)
(14110,61,8,4, 68)
(22931,93,28,8, 68)
(39200,6,71,4, 68)
(47038,75,20,4, 68)
(25715,82,7,4, 68)
(38669,53,9,6, 68)
(29270,36,91,4, 68)
(47027,52,9,4, 68)
(38814,87,1,6, 68)
(48006,55,10,4, 68)
(24832,82,17,4, 68)
(50908,66,11,8, 68)
(48002,31,97,6, 68)
(22814,14,89,6, 68)
(22350,32,98,8, 68)
(28445,13,69,8, 68)
(31176,78,2,6, 68)
(12790,15,70,6, 68)
(36895,82,8,6, 68)
(25090,59,3,8, 68)
(35880,55,10,8, 68)
(22475,72,9,4, 68)
(49061,24,90,6, 68)
(12412,15,80,8, 68)
(47484,97,2,6, 68)
(47491,4,89,4, 68)
(25598,31,89,4, 68)
(13648,50,92,8, 68)
(39108,54,10,6, 68)
(13843,22,78,8, 68)
(38323,97,21,6, 68)
(31926,79,12,6, 68)
(13850,89,13,8, 68)
(13623,2,80,4, 68)
(31829,18,83,8, 68)
(46433,58,3,8, 68)
(13869,60,3,8, 68)
(48884,80,4,8, 68)
(30002,34,100,4, 68)
(48629,50,91,8, 68)
(48562,25,90,8, 68)
(22498,7,82,6, 68)
(35897,80,3,8, 68)
(22479,58,2,4, 68)
(48607,61,20,6, 68)
(12447,1,97,4, 68)
(25587,15,100,6, 68)
(22003,51,7,6, 68)
(13716,90,5,8, 68)
(47451,14,80,8, 68)
(28000,47,92,6, 68)
(50628,32,97,6, 68)
(47335,64,10,8, 68)
(22550,67,1,6, 68)
(14914,80,12,8, 68)
(47313,38,91,6, 68)
(28344,73,30,6, 68)
(22041,99,41,4, 68)
(38015,13,79,4, 68)
(48576,8,82,6, 68)
(38087,70,2,4, 68)
(22081,65,10,8, 68)
(29933,51,9,6, 68)
(47163,83,40,6, 68)
(47193,8,63,6, 68)
(39436,21,79,6, 68)
(38413,95,50,6, 68)
(23154,75,10,8, 68)
(25764,98,21,4, 68)
(32457,54,9,6, 68)
(29954,75,10,6, 68)
(46505,32,90,4, 68)
(30584,89,32,4, 68)
(50670,93,49,4, 68)
(48405,35,100,4, 68)
(25733,8,82,4, 68)
(39452,36,81,4, 68)
(39126,38,83,6, 68)
(33444,86,31,4, 68)
(35868,1,86,4, 68)
(46451,67,11,6, 68)
(29495,96,41,8, 68)
(35766,47,91,8, 68)
(22610,77,1,6, 69)
(13696,87,32,4, 69)
(22819,53,10,4, 69)
(49643,46,91,8, 69)
(29822,13,90,4, 69)
(30944,56,1,4, 69)
(31536,90,35,8, 69)
(13318,76,1,6, 69)
(13311,61,9,4, 69)
(23350,51,9,6, 69)
(49594,11,77,8, 69)
(36737,23,89,4, 69)
(43395,11,70,6, 69)
(31003,11,89,6, 69)
(29490,31,87,6, 69)
(43399,5,80,4, 69)
(17900,75,30,6, 69)
(48818,61,7,6, 69)
(20528,52,7,8, 69)
(40870,43,99,4, 69)
(34543,13,78,6, 69)
(43731,51,8,4, 69)
(35974,9,63,8, 69)
(32000,73,20,8, 69)
(48816,19,82,8, 69)
(43497,34,100,6, 69)
(20390,85,10,4, 69)
(43729,21,90,8, 69)
(50518,49,91,6, 69)
(49568,95,20,6, 69)
(47667,56,1,8, 69)
(49610,21,90,6, 69)
(43850,20,95,4, 69)
(26346,92,19,8, 69)
(49580,42,99,4, 69)
(30325,32,89,8, 69)
(43674,4,70,6, 69)
(43654,49,91,4, 69)
(47632,47,91,4, 69)
(50653,56,1,8, 69)
(48808,82,29,4, 69)
(27185,76,21,4, 69)
(30345,72,8,6, 69)
(17794,36,81,6, 69)
(22565,35,100,6, 69)
(32048,80,15,6, 69)
(25350,86,11,8, 69)
(25701,60,3,8, 69)
(37347,36,91,8, 69)
(50545,81,38,6, 69)
(25462,63,8,6, 69)
(31241,84,19,6, 69)
(37333,59,3,6, 69)
(35270,79,14,6, 69)
(24343,72,17,4, 69)
(34504,63,20,6, 69)
(25471,5,80,6, 69)
(35231,48,91,4, 69)
(10184,3,80,4, 69)
(43707,97,32,8, 69)
(29178,95,30,8, 69)
(35232,80,4,4, 69)
(13624,23,90,4, 69)
(29893,56,1,4, 69)
(48012,60,5,4, 69)
(25684,11,80,4, 69)
(42427,70,15,6, 69)
(19578,43,100,4, 69)
(34987,41,96,8, 69)
(41845,1,97,6, 69)
(48447,91,19,8, 69)
(33092,63,8,4, 69)
(42455,24,80,4, 69)
(37660,37,81,6, 69)
(42484,83,10,8, 69)
(23223,77,2,4, 69)
(38361,77,12,8, 69)
(48425,61,18,6, 69)
(42426,97,2,4, 69)
(18859,14,70,4, 69)
(41827,70,4,8, 69)
(12644,27,92,6, 69)
(42612,1,100,6, 69)
(34785,75,20,6, 69)
(12665,61,17,8, 69)
(23115,17,92,8, 69)
(12677,18,92,8, 69)
(26920,2,60,6, 69)
(18647,13,80,6, 69)
(29721,32,89,4, 69)
(18638,39,82,8, 69)
(25402,1,78,4, 69)
(12388,26,91,8, 69)
(48677,94,30,6, 69)
(26827,100,33,8, 69)
(48476,10,94,8, 69)
(19422,22,90,4, 69)
(12425,14,100,8, 69)
(42067,8,93,4, 69)
(12429,64,10,8, 69)
(50640,86,21,8, 69)
(42106,88,22,8, 69)
(42159,51,6,6, 69)
(37631,86,11,8, 69)
(42211,25,80,8, 69)
(36581,39,83,6, 69)
(41973,98,42,6, 69)
(34896,26,81,8, 69)
(12582,44,100,8, 69)
(48565,50,93,4, 69)
(19169,33,90,4, 69)
(49874,80,23,6, 69)
(48556,77,22,4, 69)
(36093,83,28,8, 69)
(23319,36,91,8, 69)
(19503,68,11,6, 69)
(41923,44,99,8, 69)
(36281,17,61,8, 69)
(32410,71,16,6, 69)
(25072,89,11,6, 69)
(48477,56,1,6, 69)
(11212,98,42,6, 69)
(19183,90,32,6, 69)
(19685,68,3,4, 69)
(19712,83,20,8, 69)
(37502,77,11,4, 69)
(38661,9,82,4, 69)
(28853,75,20,4, 69)
(25150,98,11,8, 69)
(18234,68,1,8, 69)
(19995,33,99,4, 69)
(41425,71,6,8, 69)
(29146,7,52,4, 69)
(18211,31,97,6, 69)
(34632,62,17,4, 69)
(32730,41,97,8, 69)
(25004,58,2,6, 69)
(33225,50,93,4, 69)
(49726,35,90,4, 69)
(18168,64,20,4, 69)
(28502,59,3,6, 69)
(13159,79,1,4, 69)
(34601,30,94,8, 69)
(35993,88,32,6, 69)
(47915,82,29,8, 69)
(24226,47,92,8, 69)
(34575,44,99,4, 69)
(18036,60,3,4, 69)
(49680,21,88,4, 69)
(33245,9,51,6, 69)
(23880,70,5,6, 69)
(47883,59,3,4, 69)
(47979,63,8,4, 69)
(29599,13,68,4, 69)
(43087,98,1,8, 69)
(43080,62,20,8, 69)
(29926,10,94,4, 69)
(18573,69,12,6, 69)
(42781,78,13,4, 69)
(41702,61,10,8, 69)
(38546,38,81,4, 69)
(28589,12,80,4, 69)
(12833,19,94,6, 69)
(33152,50,93,8, 69)
(12844,100,44,4, 69)
(28564,41,97,8, 69)
(49982,59,2,4, 69)
(24157,49,91,4, 69)
(42915,80,4,4, 69)
(23028,7,92,6, 69)
(38570,53,9,4, 69)
(22969,89,22,6, 69)
(33013,45,100,8, 69)
(18385,98,43,6, 69)
(11044,18,61,6, 69)
(32636,83,8,6, 69)
(11024,75,20,4, 69)
(36661,80,23,6, 69)
(41534,45,100,4, 69)
(19940,72,9,6, 69)
(19941,7,81,6, 69)
(26554,36,81,4, 69)
(43078,27,71,4, 69)
(13288,12,99,8, 69)
(23507,82,8,8, 69)
(14974,10,95,8, 69)
(25292,39,92,6, 69)
(12093,44,99,4, 69)
(21255,73,8,8, 69)
(16378,44,99,8, 69)
(24539,94,40,6, 69)
(25496,87,12,4, 69)
(35522,99,2,6, 69)
(49359,11,80,4, 69)
(24676,23,99,4, 69)
(34096,73,19,8, 69)
(45020,76,11,6, 69)
(50261,22,87,6, 69)
(37112,12,88,4, 69)
(40132,44,99,4, 69)
(26112,93,28,6, 69)
(29244,62,8,6, 69)
(21383,65,10,4, 69)
(17333,97,21,8, 69)
(14368,58,2,6, 69)
(22181,14,79,8, 69)
(46484,52,7,6, 69)
(14372,37,92,4, 69)
(45183,42,98,6, 69)
(38028,65,20,8, 69)
(33646,32,100,4, 69)
(35669,67,2,6, 69)
(50247,78,21,4, 69)
(27885,10,64,6, 69)
(11684,80,11,6, 69)
(50432,17,91,4, 69)
(21086,55,10,4, 69)
(24847,49,91,6, 69)
(40430,40,82,4, 69)
(21096,3,89,6, 69)
(46056,61,6,8, 69)
(33898,88,2,8, 69)
(46416,48,93,8, 69)
(31442,48,92,6, 69)
(44733,68,13,6, 69)
(27486,37,92,4, 69)
(35468,35,90,4, 69)
(35470,45,100,4, 69)
(11690,30,74,8, 69)
(36446,91,39,6, 69)
(22215,65,10,6, 69)
(44785,14,89,4, 69)
(25854,36,91,8, 69)
(46419,68,11,4, 69)
(21193,27,71,6, 69)
(40305,24,79,4, 69)
(50244,74,10,6, 69)
(40292,69,1,4, 69)
(35565,49,92,6, 69)
(45214,75,20,6, 69)
(12072,2,90,6, 69)
(15471,96,11,4, 69)
(29361,43,99,6, 69)
(21554,13,100,4, 69)
(27736,53,8,6, 69)
(29463,15,80,4, 69)
(39799,45,100,4, 69)
(10619,5,60,6, 69)
(37958,14,99,8, 69)
(36425,29,72,4, 69)
(31008,19,91,4, 69)
(27742,93,9,4, 69)
(14519,95,50,4, 69)
(45590,92,47,6, 69)
(27755,77,21,8, 69)
(45733,8,73,6, 69)
(14557,41,97,4, 69)
(14666,30,81,8, 69)
(45725,65,20,4, 69)
(39932,23,78,6, 69)
(12028,22,77,6, 69)
(46582,10,74,8, 69)
(22145,66,1,8, 69)
(39869,17,71,4, 69)
(15785,49,93,4, 69)
(35588,75,20,6, 69)
(14467,27,91,6, 69)
(24797,67,1,4, 69)
(45866,21,90,4, 69)
(24013,10,61,4, 69)
(50855,98,41,4, 69)
(16009,23,78,4, 69)
(39379,81,18,4, 69)
(15404,38,83,6, 69)
(46793,49,91,4, 69)
(33528,95,50,4, 69)
(30054,46,91,4, 69)
(39768,87,21,8, 69)
(27669,73,30,8, 69)
(11940,88,12,4, 69)
(33851,69,11,8, 69)
(46786,42,100,6, 69)
(24802,65,10,8, 69)
(46762,42,97,4, 69)
(15905,75,20,8, 69)
(45373,89,31,6, 69)
(46522,86,1,6, 69)
(15901,49,94,8, 69)
(39789,3,80,6, 69)
(15445,12,99,8, 69)
(32270,96,31,4, 69)
(45444,7,72,6, 69)
(30901,59,4,8, 69)
(50358,42,97,6, 69)
(30048,61,9,8, 69)
(16942,47,92,4, 69)
(10852,58,2,4, 69)
(39150,48,93,6, 69)
(30610,47,92,6, 69)
(21072,26,81,8, 69)
(25914,37,92,4, 69)
(39172,89,13,8, 69)
(28006,36,91,6, 69)
(36463,82,40,6, 69)
(25920,82,19,6, 69)
(44338,23,80,4, 69)
(47079,24,90,4, 69)
(30024,94,10,8, 69)
(17212,7,82,6, 69)
(39089,15,90,8, 69)
(47068,5,90,8, 69)
(10079,23,99,4, 69)
(44087,40,85,8, 69)
(11954,57,2,8, 69)
(40639,24,89,6, 69)
(36360,21,77,8, 69)
(14089,36,81,4, 69)
(49461,72,7,4, 69)
(50837,1,80,8, 69)
(29977,57,1,8, 69)
(40741,39,83,4, 69)
(17148,38,91,4, 69)
(17186,83,10,4, 69)
(14936,22,79,6, 69)
(35366,53,10,4, 69)
(24387,94,39,8, 69)
(27333,40,93,8, 69)
(13903,7,81,6, 69)
(14990,38,81,6, 69)
(14020,27,92,6, 69)
(49498,27,81,6, 69)
(28290,5,60,8, 69)
(22428,16,81,8, 69)
(25485,23,80,6, 69)
(50674,81,19,6, 69)
(46229,2,88,6, 69)
(50153,20,85,4, 69)
(46221,82,37,6, 69)
(47141,12,89,6, 69)
(40670,1,89,6, 69)
(14939,89,12,4, 69)
(46276,76,21,4, 69)
(17229,95,30,4, 69)
(44422,22,80,8, 69)
(23815,28,81,4, 69)
(22080,20,95,8, 69)
(38000,51,6,6, 69)
